Product_ID,Product_Name,Category,Base_Price,Views,product_link,views_2019,views_2020,views_2021,views_2022,views_2023,addtocart_2019,addtocart_2020,addtocart_2021,addtocart_2022,addtocart_2023
B08QSDKFGQ,"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,099",974,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSDKFGQ/ref=sr_1_170?qid=1672909133&s=electronics&sr=1-170,902,1203,852,964,958,83,193,177,50,168
B08PV1X771,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹20,900",16299,https://www.amazon.in/Samsung-inches-Wondertainment-Ready-UA32TE40AAKBXL/dp/B08PV1X771/ref=sr_1_171?qid=1672909133&s=electronics&sr=1-171,20911,19709,14002,19103,20201,1169,2433,1310,2402,3208
B07YTNKVJQ,MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,299",30411,https://www.amazon.in/Xiaomi-HyperCharge-Cable-100cm-Type-C/dp/B07YTNKVJQ/ref=sr_1_172?qid=1672909133&s=electronics&sr=1-172,37313,23216,37108,28223,39020,3753,4064,4200,4571,3809
B0117H7GZ6,GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹399,4642,https://www.amazon.in/GENERIC-Ultra-Mini-Bluetooth-Dongle-Adapter/dp/B0117H7GZ6/ref=sr_1_173_mod_primary_new?qid=1672909133&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-173,5633,5128,4307,4617,3796,918,740,720,788,548
B09XJ1LM7R,7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹799,12,https://www.amazon.in/7SEVEN%C2%AE-Compatible-Control-Replacement-Original/dp/B09XJ1LM7R/ref=sr_1_174?qid=1672909133&s=electronics&sr=1-174,8,12,8,9,15,1,1,1,2,1
B084N133Y7,"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,999",1951,https://www.amazon.in/Belkin-Lightning-iPhone-Charging-MFi-Certified/dp/B084N133Y7/ref=sr_1_175?qid=1672909133&s=electronics&sr=1-175,2497,1453,2310,2444,2320,294,115,216,103,136
B088Z1YWBC,"EGate i9 Pro-Max 1080p Native Full HD Projector 4k Support | 3600 L (330 ANSI ) | 150"" (381 cm) Large Screen | VGA, AV, HDMI, SD Card, USB, Audio Out | (E03i31 / E04i32) Black","Electronics|HomeTheater,TV&Video|Projectors","₹15,990",10480,https://www.amazon.in/Support-Display-Projector-Connectivity-E03i31/dp/B088Z1YWBC/ref=sr_1_176?qid=1672909133&s=electronics&sr=1-176,11579,7409,10098,12706,12739,1721,1407,548,765,1383
B07VSG5SXZ,"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables","₹1,499",24,https://www.amazon.in/Zeb-HAA2021-HDMI-Meter-Cable/dp/B07VSG5SXZ/ref=sr_1_177?qid=1672909133&s=electronics&sr=1-177,31,19,18,17,17,2,4,3,4,3
B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹899,254,https://www.amazon.in/7SEVEN-Control-YouTube-Netflix-Compatible/dp/B08RWCZ6SY/ref=sr_1_178?qid=1672909133&s=electronics&sr=1-178,203,235,264,328,266,40,19,22,30,16
B07KSB1MLX,AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables","₹1,600",3565,https://www.amazon.in/AmazonBasics-Digital-Optical-Converter-Adapter/dp/B07KSB1MLX/ref=sr_1_179?qid=1672909133&s=electronics&sr=1-179,4319,3136,4381,3767,4118,374,547,419,480,401
B081FG1QYX,"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹999,6255,https://www.amazon.in/Wayona-Braided-Charging-Samsung-Galaxy/dp/B081FG1QYX/ref=sr_1_180?qid=1672909133&s=electronics&sr=1-180,7678,5282,7299,6356,6747,906,501,1211,934,1113
B08R69WBN7,"Pinnaclz Original Combo of 2 USB Type C Fast Charging Cable, USB C Data Cable for Charging and Data Transfer Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹499,7732,https://www.amazon.in/Pinnaclz-Original-Type-Charging-Transfer/dp/B08R69WBN7/ref=sr_1_182?qid=1672909133&s=electronics&sr=1-182,9553,9693,8355,8616,8933,1121,1008,849,1174,1379
B0B3RHX6B6,Ambrane BCL-15 Lightning Cable for Smartphone (1.5m Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,57,https://www.amazon.in/Ambrane-BCL-15-Lightning-Cable-Smartphone/dp/B0B3RHX6B6/ref=sr_1_183?qid=1672909133&s=electronics&sr=1-183,69,58,73,60,63,7,3,10,10,3
B084N18QZY,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹849,577,https://www.amazon.in/Belkin-USB-C-Charging-USB-IF-Certified/dp/B084N18QZY/ref=sr_1_184?qid=1672909133&s=electronics&sr=1-184,415,428,569,421,725,36,67,45,115,36
B081NHWT6Z,LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,199",1193,https://www.amazon.in/LOHAYA-Television-Compatible-Samsung-Control/dp/B081NHWT6Z/ref=sr_1_185?qid=1672909133&s=electronics&sr=1-185,965,1138,1267,903,1259,209,194,179,188,106
B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,299",13120,https://www.amazon.in/Wayona-Nylon-Braided-Charging-iPhones/dp/B07JPJJZ2H/ref=sr_1_186?qid=1672909133&s=electronics&sr=1-186,13045,13050,14220,14571,14471,1287,1340,2578,1221,2377
B09JKNF147,Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,999",343,https://www.amazon.in/Electvision-Compatible-verification-coustmer-7738090464/dp/B09JKNF147/ref=sr_1_187?qid=1672909133&s=electronics&sr=1-187,318,423,364,274,269,26,51,22,62,23
B0B9959XF3,Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹22,990",1611,https://www.amazon.in/Acer-inches-Ready-Android-AR32AR2841HDSB/dp/B0B9959XF3/ref=sr_1_188?qid=1672909133&s=electronics&sr=1-188,2078,1320,1889,1735,1215,90,272,82,92,254
B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,6558,https://www.amazon.in/realme-Charging-Micro-USB-Cable-Braided/dp/B09PNR6F8Q/ref=sr_1_189?qid=1672909133&s=electronics&sr=1-189,5003,8080,4999,8242,5386,909,1239,754,555,427
B07M69276N,"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,"₹2,499",23169,https://www.amazon.in/TP-Link-Archer-T3U-Wireless-MU-MIMO/dp/B07M69276N/ref=sr_1_190?qid=1672909133&s=electronics&sr=1-190,27739,23441,17584,29584,25573,3513,1973,1480,4277,3324
B0B1YZ9CB8,Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹47,990",4703,https://www.amazon.in/Acer-inches-Ultra-Android-AR55AR2851UDFL/dp/B0B1YZ9CB8/ref=sr_1_191?qid=1672909133&s=electronics&sr=1-191,3872,5975,3866,5686,4060,246,516,763,415,486
B09YLYB9PB,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,1423,https://www.amazon.in/Ambrane-Charging-Neckband-Wireless-ACM/dp/B09YLYB9PB/ref=sr_1_192?qid=1672909133&s=electronics&sr=1-192,1041,1394,1772,1777,1133,180,103,266,118,239
B08CTNJ985,"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹999,2651,https://www.amazon.in/Wayona-Charging-Charger-Samsung-Galaxy/dp/B08CTNJ985/ref=sr_1_193?qid=1672909134&s=electronics&sr=1-193,2729,2252,3232,3439,1960,222,527,305,187,225
B0BP7XLX48,"Syncwire LTG to USB Cable for Fast Charging Compatible with Phone 5/ 5C/ 5S/ 6/ 6S/ 7/8/ X/XR/XS Max/ 11/12/ 13 Series and Pad Air/Mini, Pod & Other Devices (1.1 Meter, White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,999",5,https://www.amazon.in/Syncwire-Cable-Charging-Compatible-Devices/dp/B0BP7XLX48/ref=sr_1_194?qid=1672909134&s=electronics&sr=1-194,5,3,6,5,6,0,0,0,0,0
B09LHXNZLR,"Skadioo WiFi Adapter for pc | Car Accessories, WiFi Dongle for pc | USB WiFi Adapter for pc | Wi-Fi Receiver 2.4GHz, 802.11b/g/n UNano Size WiFi Dongle Compatible Adapter,WiFi dongle for pc",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹499,612,https://www.amazon.in/Skadioo-Accessories-Receiver-Compatible-dongle/dp/B09LHXNZLR/ref=sr_1_195?qid=1672909134&s=electronics&sr=1-195,661,762,731,756,532,46,80,70,76,52
B0B3N8VG24,"FLiX (Beetel USB to Type C PVC Data Sync & 15W(3A) TPE Fast Charging Cable, Made in India, 480Mbps Data Sync, 1 Meter Long cable for all Andriod & all Type C Devices (Black)(XCD - FPC02)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,9378,https://www.amazon.in/FLiX-Charging-480Mbps-Andriod-Devices/dp/B0B3N8VG24/ref=sr_1_196?qid=1672909134&s=electronics&sr=1-196,8047,10687,11650,7064,10772,1440,1653,1486,1418,1472
B08PSVBB2X,"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,099",2685,https://www.amazon.in/Charging-Braided-Compatible-Samsung-Galaxy/dp/B08PSVBB2X/ref=sr_1_197?qid=1672909134&s=electronics&sr=1-197,2760,2410,2040,3311,2263,290,344,137,230,486
B0B3MQXNFB,"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,9378,https://www.amazon.in/FLiX-Charging-480Mbps-Andriod-XCD-FPM01/dp/B0B3MQXNFB/ref=sr_1_198?qid=1672909134&s=electronics&sr=1-198,11269,7474,11587,9519,11853,1786,1346,1298,1535,647
B08XMSKKMM,7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,999",576,https://www.amazon.in/7SEVEN-Bluetooth-Command-Netflix-XMRM-00A/dp/B08XMSKKMM/ref=sr_1_199?qid=1672909134&s=electronics&sr=1-199,653,467,667,426,517,40,36,81,94,103
B09L8DT7D6,Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹499,313,https://www.amazon.in/Sony-TV-Remote-Compatible-Control/dp/B09L8DT7D6/ref=sr_1_200?qid=1672909134&s=electronics&sr=1-200,385,247,238,332,323,31,51,45,30,43
B00GE55L22,"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹699,2957,https://www.amazon.in/Storite-USB-3-0-Micro-Cable/dp/B00GE55L22/ref=sr_1_201?qid=1672909134&s=electronics&sr=1-201,3816,2504,2391,3623,3670,198,204,255,330,204
B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹999,6736,https://www.amazon.in/LTG500-Indestructible-Certified-Lightning-2Meter/dp/B0162K34H2/ref=sr_1_202?qid=1672909134&s=electronics&sr=1-202,8344,7483,6768,7674,6655,1271,1171,1058,548,768
B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,999",13552,https://www.amazon.in/AmazonBasics-Lightning-Aluminum-Certified-Charging/dp/B0B8SRZ5SV/ref=sr_1_203?qid=1672909134&s=electronics&sr=1-203,13432,13786,13462,17556,10616,2461,2267,863,2662,1004
B07CWNJLPC,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,200",5451,https://www.amazon.in/AmazonBasics-Double-Braided-Nylon-Type-C/dp/B07CWNJLPC/ref=sr_1_204?qid=1672909134&s=electronics&sr=1-204,6625,7021,5805,4634,4571,483,852,435,800,845
B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹485,10911,https://www.amazon.in/AmazonBasics-USB-3-0-Cable-Meters/dp/B00NH12R1O/ref=sr_1_205?qid=1672909134&s=electronics&sr=1-205,9060,9918,10820,9426,10039,1625,604,1981,2075,1787
B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,999",13552,https://www.amazon.in/AmazonBasics-Lightning-Aluminum-Certified-Charging/dp/B0B8SSC5D9/ref=sr_1_206?qid=1672909134&s=electronics&sr=1-206,15315,10355,13227,14328,15740,2338,1293,2179,1294,892
B08WKG2MWT,"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,099",2806,https://www.amazon.in/Wayona-Charging-Charger-Compatible-Samsung/dp/B08WKG2MWT/ref=sr_1_207?qid=1672909134&s=electronics&sr=1-207,2446,2279,3623,2654,2708,373,251,146,469,353
B0B466C3G4,Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹18,990",350,https://www.amazon.in/Karbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less/dp/B0B466C3G4/ref=sr_1_208?qid=1672909134&s=electronics&sr=1-208,358,446,386,347,292,45,36,30,57,60
B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)","Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables","₹1,999",30023,https://www.amazon.in/BlueRigger-Digital-Optical-Toslink-Meters/dp/B005LJQMZC/ref=sr_1_209?qid=1672909134&s=electronics&sr=1-209,26022,33256,38283,37275,22472,2590,1895,2466,4615,5717
B07MDRGHWQ,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions","₹11,000",4003,https://www.amazon.in/Visio-World-inches-VW24A-Ready/dp/B07MDRGHWQ/ref=sr_1_210?qid=1672909134&s=electronics&sr=1-210,3300,3926,5036,2882,5083,256,762,362,779,508
B07DC4RZPY,"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,999",178817,https://www.amazon.in/AmazonBasics-Certified-Lightning-Charge-Meters/dp/B07DC4RZPY/ref=sr_1_211?qid=1672909134&s=electronics&sr=1-211,131397,189564,146328,183824,189614,33006,23795,15581,19497,34429
B0B15GSPQW,Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹70,900",7109,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA55AUE65AKXXL/dp/B0B15GSPQW/ref=sr_1_212?qid=1672909134&s=electronics&sr=1-212,9188,5717,8357,7608,9238,1315,681,422,494,926
B08GJNM9N7,LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹1,199",490,https://www.amazon.in/LOHAYA-Television-Remote-Compatible-Control/dp/B08GJNM9N7/ref=sr_1_213?qid=1672909134&s=electronics&sr=1-213,358,387,456,549,575,71,53,58,73,53
B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,491,https://www.amazon.in/DURACELL-Micro-braided-Charge-Cable/dp/B09C6FML9B/ref=sr_1_214?qid=1672909134&s=electronics&sr=1-214,492,457,375,347,453,49,57,78,78,87
B0B65MJ45G,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹549,61,https://www.amazon.in/Zebronics-CU3100V-charging-capacity-durability/dp/B0B65MJ45G/ref=sr_1_215?qid=1672909134&s=electronics&sr=1-215,61,49,71,59,68,6,8,8,8,7
B08P9RYPLR,"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹249,9378,https://www.amazon.in/FLiX-Beetel-Durable-Lightning-Charge/dp/B08P9RYPLR/ref=sr_1_216?qid=1672909134&s=electronics&sr=1-216,10680,7602,9936,9603,11321,1490,1194,1415,759,1132
B0B6F8HHR6,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹35,999",32840,https://www.amazon.in/MI-inches-Smart-Android-L43M7-EAIN/dp/B0B6F8HHR6/ref=sr_1_217?qid=1672909135&s=electronics&sr=1-217,31653,27832,31918,30380,34413,6061,6170,2041,4126,4057
B084MZXJN6,"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"₹1,699",7318,https://www.amazon.in/Belkin-Lightning-AirPods-MFi-Certified-Charging/dp/B084MZXJN6/ref=sr_1_218?qid=1672909135&s=electronics&sr=1-218,7386,8967,6015,5329,6847,1339,911,1410,708,1295
B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹499,789,https://www.amazon.in/Time-Office-Replacement-Startek-FM220U/dp/B08XMG618K/ref=sr_1_220?qid=1672909135&s=electronics&sr=1-220,722,756,897,834,977,131,156,138,90,137
B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls","₹2,999",407,https://www.amazon.in/Caldipree-Silicone-Compatible-BN68-13897A-2022-BLACK/dp/B0BCKWZ884/ref=sr_1_221?qid=1672909135&s=electronics&sr=1-221,447,527,493,317,377,59,72,69,59,44
B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹699,2399,https://www.amazon.in/Storite%C2%AE-USB-2-0-Mini-0-88feet/dp/B00GGGOYEK/ref=sr_1_222?qid=1672909135&s=electronics&sr=1-222,2743,2913,2930,3016,2462,150,194,416,388,239
B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹699,2640,https://www.amazon.in/Universal-Remote-Control-Sony-Bravia/dp/B07ZR4S1G4/ref=sr_1_223_mod_primary_new?qid=1672909135&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-223,2144,3007,2785,3285,3153,196,500,501,223,326
B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹999,839,https://www.amazon.in/Cotbolt-Compatible-BN59-01312A-Shockproof-Protective/dp/B09C635BMM/ref=sr_1_224?qid=1672909135&s=electronics&sr=1-224,833,587,1042,959,919,155,56,110,92,114
B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹599,44054,https://www.amazon.in/BlueRigger-High-Speed-Cable-Ethernet/dp/B00GG59HU2/ref=sr_1_225?qid=1672909135&s=electronics&sr=1-225,45701,56501,34979,47670,47095,6210,7604,3526,3981,3777
B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,3231,https://www.amazon.in/Amkette-Charging-Cable-iPhone-Touch/dp/B00RGLI0ZS/ref=sr_1_226?qid=1672909135&s=electronics&sr=1-226,3608,3900,2380,3447,3187,166,346,460,257,546
B09ZPJT8B2,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹31,990",64,https://www.amazon.in/TCL-inches-Certified-Android-32S615/dp/B09ZPJT8B2/ref=sr_1_227?qid=1672909135&s=electronics&sr=1-227,76,81,46,80,74,4,11,10,10,7
B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,8314,https://www.amazon.in/POPIO-Charging-Cable-OnePlus-Devices/dp/B07HZ2QCGR/ref=sr_1_228?qid=1672909135&s=electronics&sr=1-228,6544,8075,9799,6259,9187,1243,1498,1335,1549,832
B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹999,2249,https://www.amazon.in/MYVN-Fast-Charging-Compatible-iPhone-Devices/dp/B095244Q22/ref=sr_1_229?qid=1672909135&s=electronics&sr=1-229,2670,2089,1792,1740,2063,114,384,288,237,148
B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹599,339,https://www.amazon.in/Tata-Sky-Universal-Remote-Compatible/dp/B08CKW1KH9/ref=sr_1_230?qid=1672909135&s=electronics&sr=1-230,419,420,292,370,405,25,57,20,55,29
B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4","Electronics|HomeTheater,TV&Video|Projectors","₹9,990",27,https://www.amazon.in/WZATCO-Pixel-Portable-Projector-Compatible/dp/B0BLV1GNLN/ref=sr_1_231?qid=1672909135&s=electronics&sr=1-231,32,29,22,33,29,3,2,2,4,5
B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",₹599,197,https://www.amazon.in/Tata-Remote-Control-Compatible-tatasky/dp/B08RHPDNVV/ref=sr_1_232?qid=1672909135&s=electronics&sr=1-232,225,148,138,230,227,30,12,37,34,18
